trimmed_seq_name	complete_seq_name
A/Voronezh/CRIE/4/2021	A/Voronezh/CRIE/4/2021|EPI_ISL_4473225|2021-09-10
A/Bremen/2/2022	A/Bremen/2/2022|EPI_ISL_11787403|2022-02-18
A/Kyrgyzstan/23ILI/2021	A/Kyrgyzstan/23_ILI/2021|EPI_ISL_9140457|2021-10-14
A/Indiana/4/2022	A/Indiana/04/2022|EPI_ISL_11955903|2022-02-23
A/Indiana/1/2022	A/Indiana/13/2022|EPI_ISL_16201242|2022-10-31
A/Novosibirsk/1V/2021	A/Novosibirsk/1V/2021|EPI_ISL_3723514|2021-08-08
A/Voronezh/CRIE/6/2021	A/Voronezh/CRIE/6/2021|EPI_ISL_4809699|2021-09-16
A/Petropavlovsk-Kamchatsky/RII-MH39032S/2021	A/Petropavlovsk-Kamchatsky/RII-MH39032S/2021|EPI_ISL_8717253|2021-11-14
A/Mahajanga/12760/2021	A/Mahajanga/12760/2021|EPI_ISL_9842659|2021-11-30
A/Yakutia/196-a33V/2021	A/Sakha/196-a33V/2021|EPI_ISL_9637153|2021-12-20
A/Novosibirsk/RII-1310S/2021	A/Novosibirsk/RII-1310S/2021|EPI_ISL_6157769|2021-10-07
A/Vladivostok/77-08V/2021	A/Vladivostok/77-08V/2021|EPI_ISL_6180294|2021-10-31
A/Novosibirsk/RII-04/2021	A/Novosibirsk/RII-04/2021|EPI_ISL_13343728|2021-11-07
A/Switzerland/43261/2022	A/Switzerland/43261/2022|EPI_ISL_14326686|2022-03-30
A/Krasnoyarsk/RII-MH45601S/2021	A/Krasnoyarsk/RII-MH45601S/2021|EPI_ISL_9260818|2021-11-22
A/Rostov/CRIE/188/2022	A/Rostov/CRIE/188/2022|EPI_ISL_12215505|2022-02-03
A/Rostov/CRIE/189/2022	A/Rostov/CRIE/189/2022|EPI_ISL_12215506|2022-02-15
A/Ohio/24/2022	A/Ohio/24/2022|EPI_ISL_14036309|2022-06-19
A/Netherlands/10137/2022	A/Netherlands/10137/2022|EPI_ISL_10945291|2022-02-25
A/Saitama/1/2021	A/Saitama/103/2014|EPI_ISL_219125|2014-01-01
A/Russia/6-60V/2021	A/Russia/6-60V/2021|EPI_ISL_4105991|2021-08-19
A/Russia/7V/2021	A/Russia/7V/2021|EPI_ISL_3723499|2021-08-19
A/Moscow/12-04V/2021	A/Moscow/12-04V/2021|EPI_ISL_5056431|2021-09-13
A/Kaluga/CRIE/43/2021	A/Kaluga/CRIE/43/2021|EPI_ISL_6227753|2021-10-27
A/Vladimir/8/2021	A/Vladimir/8/2021|EPI_ISL_10493243|2021-11-01
A/Russia/109-83V/2021	A/Russia/109-83V/2021|EPI_ISL_6829573|2021-11-15
A/Vladimir/37/2021	A/Vladimir/37/2021|EPI_ISL_10493134|2021-11-29
A/Vladivostok/CRIE/NRCEM-13/2022	A/Vladivostok/CRIE/NRCEM-13/2022|EPI_ISL_13202982|2022-03-03
A/Birobidzhan/12/2022	A/Birobidjan/12/2022|EPI_ISL_14213006|2022-01-20
A/Netherlands/7/2021	A/Netherlands/00076/2021|EPI_ISL_10337730|2021-11-21
A/Michigan/7/2021	A/Michigan/07/2021|EPI_ISL_6306578|2021-10-12
A/Lebanon/8093/2021	A/Lebanon/8093/2021|EPI_ISL_9593269|2021-12-14
A/Sundsvall/1/2021	A/Sundsvall/1/2021|EPI_ISL_7637944|2021-10-14
A/Stockholm/8/2021	A/Stockholm/8/2021|EPI_ISL_3797776|2021-08-10
A/Finland/229/2021	A/Finland/229/2021|EPI_ISL_13328983|2021-11-24
A/Finland/269/2021	A/Finland/269/2021|EPI_ISL_14258049|2021-12-14
A/Tripoli/6100/2021	A/Tripoli/6100/2021|EPI_ISL_6075494|2021-09-30
A/Berlin/19/2022	A/Berlin/19/2022|EPI_ISL_12839617|2022-03-12
A/Netherlands/10022/2022	A/Netherlands/10022/2022|EPI_ISL_9303737|2022-01-15
A/Orebro/1/2021	A/Orebro/1/2021|EPI_ISL_5743010|2021-08-21
A/Netherlands/10445/2022	A/Netherlands/10445/2022|EPI_ISL_11449486|2022-03-16
A/California/1/2022	A/California/19/2022|EPI_ISL_10826466|2022-01-03
A/Sukhbaatar/52637/2022	A/Sukhbaatar/52637/2022|EPI_ISL_14320127|2022-03-15
A/Ulaanbaatar/60363/2022	A/Ulaanbaatar/60363/2022|EPI_ISL_14320131|2022-04-22
A/Ulaanbaatar/57353/2022	A/Ulaanbaatar/57353/2022|EPI_ISL_14320129|2022-04-06
A/Orkhon/2187/2022	A/Orkhon/2187/2022|EPI_ISL_14320125|2022-01-24
A/Selenge/217/2022	A/Selenge/217/2022|EPI_ISL_14116580|2022-03-25
A/Khovd/60222/2022	A/Khovd/60222/2022|EPI_ISL_14320124|2022-04-18
A/Uvs/61060/2022	A/Uvs/61060/2022|EPI_ISL_14116582|2022-04-26
A/AkkarLBN/6492/2021	A/Akkar.LBN/6492/2021|EPI_ISL_8576429|2021-10-14
A/Beirut/5517/2021	A/Beirut/5517/2021|EPI_ISL_6915273|2021-09-01
A/Berlin/1/2021	A/Berlin/1/2021|EPI_ISL_9250432|2021-09-16
A/Michigan/1/2021	A/Michigan/15/2021|EPI_ISL_6600759|2021-10-28
A/Morocco/325/2022	A/Morocco/325/2022|EPI_ISL_13017095|2022-02-01
A/Belgium/H0007/2021	A/Belgium/H0007/2021|EPI_ISL_12240109|2021-08-06
A/Morocco/105/2021	A/Morocco/105/2021|EPI_ISL_13017093|2021-12-20
A/Arsal/5768/2021	A/Arsal/5768/2021|EPI_ISL_6075500|2021-09-13
A/Tripoli/5638/2021	A/Tripoli/5638/2021|EPI_ISL_6915270|2021-09-07
A/Arkansas/14/2022	A/Arkansas/14/2022|EPI_ISL_13284212|2022-04-18
A/NewYork/3/2021	A/New_York/13/2021|EPI_ISL_8814263|2021-12-19
A/Georgia/3/2021	A/Georgia/03/2021|EPI_ISL_8557856|2021-11-17
A/Delaware/4/2021	A/Delaware/04/2021|EPI_ISL_7602540|2021-11-13
A/NorthDakota/6/2021	A/North_Dakota/06/2021|EPI_ISL_8814205|2021-12-13
A/RhodeIsland/9/2021	A/Rhode_Island/09/2021|EPI_ISL_8636633|2021-11-30
A/NorthCarolina/3/2021	A/North_Carolina/13/2021|EPI_ISL_11497637|2021-12-25
A/Montana/6/2021	A/Montana/06/2021|EPI_ISL_8814489|2021-11-22
A/Colorado/5/2021	A/Colorado/05/2021|EPI_ISL_10493165|2021-12-27
A/Maryland/12303/2021	A/Maryland/12303/2021|EPI_ISL_6854990|2021-10-06
A/Tennessee/5/2022	A/Tennessee/35/2022|EPI_ISL_15929670|2022-11-01
A/Illinois/5/2021	A/Illinois/05/2021|EPI_ISL_8814248|2021-12-01
A/Wyoming/1/2022	A/Wyoming/31/2022|EPI_ISL_16447155|2022-12-06
A/Florida/8/2021	A/Florida/18/2021|EPI_ISL_8636609|2021-12-02
A/Wisconsin/3/2022	A/Wisconsin/34/2022|EPI_ISL_13284250|2022-05-06
A/Yokohama/2/2021	A/Yokohama/120/2016|EPI_ISL_238612|2016-01-01
A/California/53/2022	A/California/53/2022|EPI_ISL_12716201|2022-03-30
A/Delaware/14/2022	A/Delaware/14/2022|EPI_ISL_12109561|2022-03-14
A/NewYork/12/2021	A/New_York/12/2021|EPI_ISL_8814265|2021-12-14
A/Pennsylvania/10/2021	A/Pennsylvania/10/2021|EPI_ISL_8814304|2021-12-14
A/Minnesota/6/2021	A/Minnesota/06/2021|EPI_ISL_8814251|2021-12-02
A/Nevada/2/2021	A/Nevada/02/2021|EPI_ISL_9033732|2021-12-13
A/Nevada/1/2021	A/Nevada/01/2021|EPI_ISL_9033679|2021-12-09
A/Minnesota/11/2022	A/Minnesota/11/2022|EPI_ISL_11533883|2022-02-13
A/Colorado/6/2022	A/Colorado/26/2022|EPI_ISL_13897067|2022-05-22
A/Michigan/21/2022	A/Michigan/21/2022|EPI_ISL_12713266|2022-03-17
A/Florida/17/2021	A/Florida/17/2021|EPI_ISL_8636612|2021-11-30
A/Fiji/29/2022	A/Fiji/29/2022|EPI_ISL_14569500|2022-02-22
A/Fiji/30/2022	A/Fiji/30/2022|EPI_ISL_14569501|2022-02-18
A/Fiji/27/2022	A/Fiji/27/2022|EPI_ISL_14569498|2022-02-18
A/Fiji/31/2022	A/Fiji/31/2022|EPI_ISL_14569502|2022-02-21
A/Fiji/55/2022	A/Fiji/55/2022|EPI_ISL_11800300|2022-02-23
A/Fiji/28/2022	A/Fiji/28/2022|EPI_ISL_14569499|2022-02-22
A/Fiji/42/2022	A/Fiji/42/2022|EPI_ISL_12206248|2022-02-18
A/Fiji/46/2022	A/Fiji/46/2022|EPI_ISL_12206266|2022-02-18
A/Newcastle/3/2022	A/Newcastle/3/2022|EPI_ISL_12206275|2022-02-22
A/Fiji/56/2022	A/Fiji/56/2022|EPI_ISL_12206273|2022-02-23
A/Fiji/169/2022	A/Fiji/169/2022|EPI_ISL_13655118|2022-03-16
A/Florida/11/2022	A/Florida/11/2022|EPI_ISL_11956694|2022-03-13
A/NewJersey/5/2022	A/New_Jersey/50/2022|EPI_ISL_16201654|2022-11-02
A/Florida/33/2022	A/Florida/33/2022|EPI_ISL_13344641|2022-04-28
A/Pennsylvania/26/2022	A/Pennsylvania/26/2022|EPI_ISL_12713421|2022-03-23
A/Wisconsin/23/2022	A/Wisconsin/23/2022|EPI_ISL_12713349|2022-04-01
A/Maryland/12223/2021	A/Maryland/12223/2021|EPI_ISL_4702769|2021-09-21
A/Maryland/12224/2021	A/Maryland/12224/2021|EPI_ISL_4702770|2021-09-21
A/Maryland/12228/2021	A/Maryland/12228/2021|EPI_ISL_5412042|2021-09-22
A/Maryland/12227/2021	A/Maryland/12227/2021|EPI_ISL_6854987|2021-09-22
A/Delaware/11/2022	A/Delaware/11/2022|EPI_ISL_11956556|2022-02-22
A/Maryland/12242/2021	A/Maryland/12242/2021|EPI_ISL_5412056|2021-09-27
A/Maryland/12244/2021	A/Maryland/12244/2021|EPI_ISL_5412058|2021-09-27
A/Maryland/12239/2021	A/Maryland/12239/2021|EPI_ISL_5412053|2021-09-27
A/Maryland/12245/2021	A/Maryland/12245/2021|EPI_ISL_5412059|2021-09-27
A/Maryland/12252/2021	A/Maryland/12252/2021|EPI_ISL_5412066|2021-09-29
A/Maryland/12257/2021	A/Maryland/12257/2021|EPI_ISL_5412071|2021-09-29
A/Maryland/12260/2021	A/Maryland/12260/2021|EPI_ISL_5412074|2021-09-29
A/Maryland/12251/2021	A/Maryland/12251/2021|EPI_ISL_6854998|2021-09-29
A/Maryland/12267/2021	A/Maryland/12267/2021|EPI_ISL_6854994|2021-09-30
A/Maryland/2/2021	A/Maryland/02/2021|EPI_ISL_6306633|2021-10-03
A/Maryland/12319/2021	A/Maryland/12319/2021|EPI_ISL_6854991|2021-10-07
A/Tennessee/7/2022	A/Tennessee/17/2022|EPI_ISL_15715029|2022-09-29
A/Arizona/3/2021	A/Arizona/13/2021|EPI_ISL_9033437|2021-12-22
A/Wisconsin/7/2021	A/Wisconsin/07/2021|EPI_ISL_6306706|2021-10-26
A/Wyoming/2/2021	A/Wyoming/12/2021|EPI_ISL_9033698|2021-12-20
A/RhodeIsland/1/2021	A/Rhode_Island/12/2021|EPI_ISL_8814393|2021-12-07
A/Indiana/3/2021	A/Indiana/03/2021|EPI_ISL_7602547|2021-11-11
A/Arizona/25/2022	A/Arizona/25/2022|EPI_ISL_13284133|2022-04-29
A/Alabama/14/2022	A/Alabama/14/2022|EPI_ISL_14036300|2022-06-07
A/Alabama/12/2022	A/Alabama/12/2022|EPI_ISL_14036179|2022-06-07
A/Alaska/22/2022	A/Alaska/22/2022|EPI_ISL_14036290|2022-06-14
A/Yokohama/3/2021	A/Yokohama/133/2018|EPI_ISL_339839|2018-12-06
A/Sydney/24/2021	A/Sydney/24/2021|EPI_ISL_11499454|2021-12-06
A/Sydney/19/2021	A/Sydney/19/2021|EPI_ISL_11499455|2021-12-15
A/Sydney/25/2021	A/Sydney/25/2021|EPI_ISL_11499451|2021-12-14
A/Tunisia/2270/2022	A/Tunisia/2270/2022|EPI_ISL_14951632|2022-03-26
A/Tunisia/8259/2022	A/Tunisia/8259/2022|EPI_ISL_13339946|2022-02-05
A/Tunisia/642/2022	A/Tunisia/0642/2022|EPI_ISL_14951625|2022-02-21
A/Tunisia/9973/2022	A/Tunisia/9973/2022|EPI_ISL_14951628|2022-02-21
A/Tunisia/9971/2022	A/Tunisia/9971/2022|EPI_ISL_14951627|2022-02-22
A/Tunisia/629/2022	A/Tunisia/0629/2022|EPI_ISL_14951629|2022-02-23
A/Montana/5/2021	A/Montana/05/2021|EPI_ISL_8814493|2021-11-17
A/DinasPowys/7119/2022	A/DinasPowys/7119/2022|EPI_ISL_10733105|2022-02-15
A/Tunisia/8263/2022	A/Tunisia/8263/2022|EPI_ISL_14951621|2022-02-07
A/BaabdaLBN/7116/2021	A/Baabda.LBN/7116/2021|EPI_ISL_7992217|2021-11-16
A/Austria/1496862/2022	A/Austria/1496862/2022|EPI_ISL_14333113|2022-03-02
A/Tripoli/5651/2021	A/Tripoli/5651/2021|EPI_ISL_6075502|2021-09-07
A/Lisbon/206/2022	A/Lisboa/206/2022|EPI_ISL_13163862|2022-03-16
A/Tunisia/1580/2022	A/Tunisia/1580/2022|EPI_ISL_14951631|2022-03-16
A/Tunisia/7467/2022	A/Tunisia/7467/2022|EPI_ISL_13339942|2022-01-28
A/Netherlands/32/2022	A/Netherlands/00832/2022|EPI_ISL_12555385|2022-04-19
A/Uppsala/14/2021	A/Uppsala/14/2021|EPI_ISL_8377538|2021-11-22
A/Utah/9/2022	A/Utah/39/2022|EPI_ISL_16199133|2022-10-23
A/Newcastle/2/2021	A/Newcastle/2/2021|EPI_ISL_9847987|2021-12-20
A/Catalonia/NSVH101894844/2022	A/Catalonia/NSVH101894844/2022|EPI_ISL_14977289|2022-08-17
A/Netherlands/11690/2022	A/Netherlands/11690/2022|EPI_ISL_14570071|2022-08-05
A/England/224080671/2022	A/England/224080671/2022|EPI_ISL_15803840|2022-10-04
A/Catalonia/NSVH101905684/2022	A/Catalonia/NSVH101905684/2022|EPI_ISL_14977297|2022-09-05
A/Sachsen/4/2022	A/Sachsen/4/2022|EPI_ISL_12839663|2022-04-07
A/RhodeIsland/32/2022	A/Rhode_Island/32/2022|EPI_ISL_13892703|2022-05-24
A/Slovenia/9806/2022	A/Slovenia/9806/2022|EPI_ISL_13817396|2022-04-04
A/CastillaLaMancha/2840/2022	A/CastillaLaMancha/2840/2022|EPI_ISL_14509094|2022-06-16
A/Catalonia/NSVH198249447/2022	A/Catalonia/NSVH198249447/2022|EPI_ISL_14027405|2022-07-15
A/UnitedKingdom/12660/2022	A/United_Kingdom/12660/2022|EPI_ISL_12422543|2022-02-10
A/Denmark/2473/2022	A/Denmark/2473/2022|EPI_ISL_13202111|2022-04-19
A/Mauritius/29959/2022	A/Mauritius/29959/2022|EPI_ISL_14660220|2022-05-03
A/Pennsylvania/34/2022	A/Pennsylvania/34/2022|EPI_ISL_13344578|2022-05-09
A/Wisconsin/32/2022	A/Wisconsin/32/2022|EPI_ISL_13284237|2022-04-23
A/California/152/2022	A/California/152/2022|EPI_ISL_16201375|2022-11-03
A/Navarra/4221/2022	A/Navarra/4221/2022|EPI_ISL_16333250|2022-11-04
A/Melilla/3259/2022	A/Melilla/3259/2022|EPI_ISL_15447043|2022-07-20
A/Catalonia/NSVH741048498/2022	A/Catalonia/NSVH741048498/2022|EPI_ISL_14977264|2022-09-06
A/Catalonia/NSVH531045864/2022	A/Catalonia/NSVH531045864/2022|EPI_ISL_14924359|2022-08-25
A/Michigan/28/2022	A/Michigan/28/2022|EPI_ISL_13284223|2022-04-21
A/RhodeIsland/27/2022	A/Rhode_Island/27/2022|EPI_ISL_13344415|2022-05-04
A/Norway/25483/2022	A/Norway/25483/2022|EPI_ISL_14794940|2022-06-13
A/Mauritius/42594/2022	A/Mauritius/42594/2022|EPI_ISL_14660231|2022-07-06
A/Sundsvall/1/2022	A/Sundsvall/1/2022|EPI_ISL_12121017|2022-02-18
A/Sweden/8/2021	A/Sweden/8/2021|EPI_ISL_9067283|2021-12-15
A/Catalonia/NSVH741044176/2022	A/Catalonia/NSVH741044176/2022|EPI_ISL_12870585|2022-05-17
A/Navarra/1203/2022	A/Navarra/1203/2022|EPI_ISL_11814316|2022-02-26
A/Spain/1127/2022	A/Spain/1127/2022|EPI_ISL_13339932|2022-05-03
A/Kyiv/1/2022	A/Kyiv/1/2022|EPI_ISL_12240133|2022-01-05
A/Norway/23015/2022	A/Norway/32505/2022|EPI_ISL_15728511|2022-10-12
A/Norway/23016/2022	A/Norway/2316/2020|EPI_ISL_477592|2020-03-24
A/Qatar/10-VI-22-1463000/2022	A/Qatar/10-VI-22-1463000/2022|EPI_ISL_14795027|2022-04-17
A/Ely/2456/2022	A/Ely/2456/2022|EPI_ISL_13304976|2022-05-05
A/Catalonia/NSVH101871326/2022	A/Catalonia/NSVH101871326/2022|EPI_ISL_14027397|2022-07-14
A/Qatar/10-VI-22-1634794/2022	A/Qatar/10-VI-22-1634794/2022|EPI_ISL_13817407|2022-06-01
A/Catalonia/NSVH198242317/2022	A/Catalonia/NSVH198242317/2022|EPI_ISL_12599416|2022-05-03
A/Massachusetts/16/2022	A/Massachusetts/16/2022|EPI_ISL_13892702|2022-05-14
A/Bangkok/NIC-P1649/2022	A/Bangkok/NIC-P1649/2022|EPI_ISL_15437362|2022-05-26
A/Portugal/210611/2022	A/Portugal/210611/2022|EPI_ISL_14758990|2022-03-15
A/Catalonia/NSVH198246989/2022	A/Catalonia/NSVH198246989/2022|EPI_ISL_13471382|2022-06-21
A/Catalonia/NSVH198240095/2022	A/Catalonia/NSVH198240095/2022|EPI_ISL_12338970|2022-04-05
A/DistrictOfColumbia/49/2022	A/District_Of_Columbia/49/2022|EPI_ISL_14036150|2022-06-09
A/CastillaLaMancha/4265/2022	A/CastillaLaMancha/4265/2022|EPI_ISL_16333153|2022-11-07
A/Singapore/EN0112/2022	A/Singapore/EN0112/2022|EPI_ISL_13655452|2022-03-14
A/NewYork/16/2022	A/New_York/16/2022|EPI_ISL_13344571|2022-05-10
A/Washington/33/2022	A/Washington/33/2022|EPI_ISL_14199433|2022-06-19
A/CastillaLaMancha/2333/2022	A/CastillaLaMancha/2333/2022|EPI_ISL_13774484|2022-05-16
A/Denmark/1768/2022	A/Denmark/1768/2022|EPI_ISL_13200111|2022-03-11
A/Denmark/321/2022	A/Denmark/321/2022|EPI_ISL_12323576|2022-03-02
A/Germany/13363/2022	A/Germany/13363/2022|EPI_ISL_14610678|2022-07-23
A/Germany/13371/2022	A/Germany/13371/2022|EPI_ISL_14610686|2022-07-25
A/England/221660299/2022	A/England/221660299/2022|EPI_ISL_14145091|2022-04-10
A/Stockholm/31/2021	A/Stockholm/31/2021|EPI_ISL_8377575|2021-11-22
A/Qatar/10-VI-22-1470748/2022	A/Qatar/10-VI-22-1470748/2022|EPI_ISL_13837768|2022-04-19
A/Victoria/5/2022	A/Victoria/5/2022|EPI_ISL_12206253|2022-01-03
A/Stockholm/5/2022	A/Stockholm/5/2022|EPI_ISL_11805569|2022-01-23
A/Netherlands/348/2022	A/Netherlands/01348/2022|EPI_ISL_16054270|2022-11-27
A/Lisbon/234/2022	A/Lisboa/234/2022|EPI_ISL_13163890|2022-03-20
A/Qatar/14-VI-22-1585445/2022	A/Qatar/14-VI-22-1585445/2022|EPI_ISL_13817401|2022-05-17
A/Catalonia/NSVH198251538/2022	A/Catalonia/NSVH198251538/2022|EPI_ISL_14811840|2022-08-11
A/Qatar/14-VI-22-1580052/2022	A/Qatar/14-VI-22-1580052/2022|EPI_ISL_13817403|2022-05-18
A/Serbia/3065/2022	A/Serbia/3065/2022|EPI_ISL_11956867|2022-01-25
A/Serbia/334/2022	A/Serbia/334/2022|EPI_ISL_11956884|2022-01-18
A/Michigan/8/2021	A/Michigan/18/2021|EPI_ISL_8636589|2021-11-17
A/Sydney/466/2022	A/Sydney/667/2022|EPI_ISL_14115538|2022-05-24
A/Croatia/75169/2022	A/Croatia/75169/2022|EPI_ISL_14333013|2022-04-26
A/Bayern/14/2022	A/Bayern/14/2022|EPI_ISL_13503284|2022-05-04
A/Moscow/CRIE/181/2022	A/Moscow/CRIE/182/2022|EPI_ISL_11019881|2022-01-11
A/MecklenburgVorpommern/29/2022	A/Mecklenburg-Vorpommern/29/2022|EPI_ISL_11787161|2022-02-08
A/Tunisia/2287/2022	A/Tunisia/2287/2022|EPI_ISL_14951633|2022-03-28
A/Singapore/GP0636/2022	A/Singapore/GP0636/2022|EPI_ISL_13655461|2022-04-21
A/Victoria/16/2021	A/Victoria/16/2021|EPI_ISL_9847986|2021-12-20
A/Sidon/5915/2021	A/Saida/5915/2021|EPI_ISL_6075496|2021-09-21
A/Netherlands/59/2022	A/Netherlands/11593/2022|EPI_ISL_12973157|2022-05-10
A/Netherlands/10804/2022	A/Netherlands/10804/2022|EPI_ISL_11886492|2022-03-24
A/Lao/F2020/2022	A/Laos/F2020/2022|EPI_ISL_15260065|2022-07-19
A/Ayutthaya/4/2022	A/Ayuttaya/4/2022|EPI_ISL_15288574|2022-04-18
A/Thailand/1/2022	A/Thailand/1/2022|EPI_ISL_14991372|2022-05-20
A/Netherlands/11674/2022	A/Netherlands/11674/2022|EPI_ISL_14120582|2022-06-26
A/ChiangRai/NIC-B509/2022	A/Chiang_Rai/NIC-B509/2022|EPI_ISL_15967421|2022-06-24
A/ChiangRai/NIC-B508/2022	A/Chiang_Rai/NIC-B508/2022|EPI_ISL_15967420|2022-06-24
A/Thailand/4/2022	A/Thailand/4/2022|EPI_ISL_14991373|2022-06-22
A/Singapore/KK0033/2022	A/Singapore/KK0033/2022|EPI_ISL_13655458|2022-04-25
A/Thailand/2088/2022	A/Thailand/2088/2022|EPI_ISL_15288575|2022-06-29
A/Singapore/KK0035/2022	A/Singapore/KK0035/2022|EPI_ISL_13655505|2022-05-17
A/SuratThani/NIC-P2188/2022	A/Surat_Thani/NIC-P2188/2022|EPI_ISL_15969713|2022-07-05
A/Thailand/2194/2022	A/Thailand/2194/2022|EPI_ISL_15288593|2022-07-01
A/Cambodia/g0623362/2022	A/Cambodia/g0623362/2022|EPI_ISL_15833429|2022-06-14
A/Thailand/2081/2022	A/Thailand/2081/2022|EPI_ISL_15288460|2022-06-28
A/Bangkok/NIC-P1581/2022	A/Bangkok/NIC-P1581/2022|EPI_ISL_15967404|2022-05-18
A/Bangkok/5/2022	A/Bangkok/5/2022|EPI_ISL_15288581|2022-05-18
A/Saskatchewan/SKFLU284569/2022	A/Saskatchewan/SKFLU284569/2022|EPI_ISL_16386229|2022-12-13
A/Saskatchewan/SKFLU284578/2022	A/Saskatchewan/SKFLU284578/2022|EPI_ISL_16385338|2022-12-06
A/Victoria/5066/2022	A/Victoria/5066/2022|EPI_ISL_16003506|2022-10-25
A/Catalonia/NSVH101887122/2022	A/Catalonia/NSVH101887122/2022|EPI_ISL_14493163|2022-08-05
A/Syktyvkar/CRIE/286/2022	A/Syktyvkar/CRIE/286/2022|EPI_ISL_16299969|2022-12-10
A/Catalonia/NSVH101909248/2022	A/Catalonia/NSVH101909248/2022|EPI_ISL_15081640|2022-09-11
A/Madrid/4587/2022	A/Madrid/4587/2022|EPI_ISL_16333240|2022-12-03
A/Saskatchewan/SKFLU283837/2022	A/Saskatchewan/SKFLU283837/2022|EPI_ISL_16269113|2022-12-12
A/Saskatchewan/SKFLU284905/2022	A/Saskatchewan/SKFLU242956/2022|EPI_ISL_15889810|2022-10-28
A/Saskatchewan/SKFLU283549/2022	A/Saskatchewan/SKFLU283549/2022|EPI_ISL_16268613|2022-12-11
A/Austria/1555330/2022	A/Austria/1514532/2022|EPI_ISL_13704134|2022-05-02
A/Netherlands/12002/2022	A/Netherlands/12002/2022|EPI_ISL_16350771|2022-12-15
A/Netherlands/11833/2022	A/Netherlands/11833/2022|EPI_ISL_15895149|2022-11-11
A/Netherlands/1470/2022	A/Netherlands/01470/2022|EPI_ISL_16254963|2022-12-06
A/Catalonia/NSVH151026262/2022	A/Catalonia/NSVH151026262/2022|EPI_ISL_14924355|2022-08-23
A/CastillaLaMancha/4415/2022	A/CastillaLaMancha/4415/2022|EPI_ISL_16333175|2022-11-17
A/Catalonia/NSVH101973590/2022	A/Catalonia/NSVH101973590/2022|EPI_ISL_16258230|2022-12-12
A/England/224380525/2022	A/England/224380525/2022|EPI_ISL_15888507|2022-10-18
A/Saskatchewan/SKFLU283016/2022	A/Saskatchewan/SKFLU283016/2022|EPI_ISL_16268333|2022-12-07
A/Saskatchewan/SKFLU282988/2022	A/Saskatchewan/SKFLU282988/2022|EPI_ISL_16267155|2022-12-07
A/Georgia/52/2022	A/Georgia/52/2022|EPI_ISL_16380210|2022-12-02
A/Austria/1565908/2022	A/Austria/1508650/2022|EPI_ISL_13704132|2022-04-10
A/Uppsala/8/2022	A/Uppsala/8/2022|EPI_ISL_15859378|2022-11-04
A/Austria/1573776/2022	A/Austria/1513777/2022|EPI_ISL_13704121|2022-04-28
A/Catalonia/NSVH161512788/2022	A/Catalonia/NSVH161512788/2022|EPI_ISL_15898308|2022-11-15
A/Saskatchewan/SKFLU282834/2022	A/Saskatchewan/SKFLU282834/2022|EPI_ISL_16267837|2022-12-07
A/Saskatchewan/SKFLU282781/2022	A/Saskatchewan/SKFLU282781/2022|EPI_ISL_16266519|2022-12-07
A/CastillaLaMancha/3497/2022	A/CastillaLaMancha/3497/2022|EPI_ISL_15447010|2022-08-31
A/Netherlands/1648/2022	A/Netherlands/01648/2022|EPI_ISL_16333955|2022-12-14
A/Netherlands/12015/2022	A/Netherlands/12015/2022|EPI_ISL_16350784|2022-12-17
A/Netherlands/11967/2022	A/Netherlands/11967/2022|EPI_ISL_16350753|2022-12-19
A/Brisbane/819/2022	A/Brisbane/819/2022|EPI_ISL_16003433|2022-10-06
A/Austria/1574203/2022	A/Austria/1507013/2022|EPI_ISL_13817042|2022-04-04
A/Austria/1573796/2022	A/Austria/1507396/2022|EPI_ISL_13704128|2022-04-06
A/Saskatchewan/SKFLU280543/2022	A/Saskatchewan/SKFLU280543/2022|EPI_ISL_16204443|2022-12-02
A/Catalonia/NSVH198261283/2022	A/Catalonia/NSVH198261283/2022|EPI_ISL_16075769|2022-12-02
A/Saskatchewan/SKFLU281168/2022	A/Saskatchewan/SKFLU281168/2022|EPI_ISL_16205455|2022-12-04
A/Austria/MUW1572462/2022	A/Austria/MUW1572462/2022|EPI_ISL_16212186|2022-12-05
A/Pennsylvania/84/2022	A/Pennsylvania/84/2022|EPI_ISL_16380216|2022-12-07
A/Catalonia/NSVH101970147/2022	A/Catalonia/NSVH101970147/2022|EPI_ISL_16196708|2022-12-08
A/MerthyrTydfil/9681/2022	A/Merthyr_Tydfil/9681/2022|EPI_ISL_16303685|2022-12-10
A/Saskatchewan/SKFLU284211/2022	A/Saskatchewan/SKFLU284211/2022|EPI_ISL_16269114|2022-12-13
A/Saskatchewan/SKFLU283930/2022	A/Saskatchewan/SKFLU283930/2022|EPI_ISL_16268867|2022-12-07
A/Saskatchewan/SKFLU282212/2022	A/Saskatchewan/SKFLU282212/2022|EPI_ISL_16266874|2022-12-07
A/Saskatchewan/SKFLU282809/2022	A/Saskatchewan/SKFLU282809/2022|EPI_ISL_16267434|2022-12-07
A/Netherlands/11923/2022	A/Netherlands/11923/2022|EPI_ISL_16215299|2022-12-07
A/England/220790034/2022	A/England/220790034/2022|EPI_ISL_11112385|2022-02-16
A/Mississippi/31/2022	A/Mississippi/31/2022|EPI_ISL_16201261|2022-11-02
A/Nebraska/27/2022	A/Nebraska/27/2022|EPI_ISL_15929664|2022-10-30
